LEVEL,PROMPT_ID,PROMPT_TEXT,SKILL_LEVEL,DOMAIN,SOURCE_TYPE,C1_SCORE,C2_SCORE,C3_SCORE (OUTPUT SPEC),C4_SCORE,C5_SCORE,C6_SCORE,FINAL_SCORE,JUSTIFICATION,STRENGTHS,GAPS,CHATGPT_SCORES,GEMINI_SCORES,CLAUDE_SCORES,KAPPA_FLAG,SCORE_SOURCE,STATUS,SOURCE_LOG_ID,DATASET_SPLIT
Developing,PELS-L2-EDU-083,Explain the process of digestion step by step for class 10 biology,Developing,EDU,synthetic,6,6,5,6,5,4,5.45,"Names process, class, and requests step-by-step. Missing board and word count.","Process, class, and format request present.",No board or length constraint.,"6,7,6,7,4,4","7,5,5,7,5,4","5,7,5,5,5,4",YES,human_override,approved,SL-083,train
Developing,PELS-L2-EDU-084,What are the main themes in the poem Fire and Ice by Robert Frost?,Developing,EDU,intern,6,6,5,6,5,4,5.45,Names poem and author. Specific literary element (themes) requested. Missing class and format.,"Poem, author, and literary focus specified.",No class level or output format.,"5,6,4,7,5,5","7,6,4,6,5,3","5,6,4,7,4,5",YES,human_override,approved,SL-084,train
Developing,PELS-L2-EDU-085,Create a worksheet on fractions for a class 5 student,Developing,EDU,synthetic,6,6,5,6,5,4,5.45,"Grade and resource type clear. Missing number of questions, difficulty, and format.",Grade and resource type specified.,"No question count, difficulty, or format.","7,7,4,5,5,3","5,7,4,5,6,3","7,5,4,6,4,5",YES,human_override,approved,SL-085,train
Developing,PELS-L2-EDU-086,Explain what an ecosystem is and give two real-world examples,Developing,EDU,synthetic,6,5,5,5,5,3,4.95,Requests definition and two examples. Missing grade and format.,Example count and definition request clear.,No grade or output format.,"5,5,4,4,6,3","5,4,6,4,4,2","6,4,6,5,4,2",NO,auto_mean,approved,SL-086,train
Developing,PELS-L2-EDU-087,What is the significance of the Treaty of Versailles in World War 1?,Developing,EDU,intern,6,6,5,6,5,4,5.45,Names specific event and requests significance. Missing class level and format.,Specific event referenced.,"No grade, length, or format specified.","6,5,4,7,5,5","5,7,4,6,5,4","7,7,4,6,6,3",YES,human_override,approved,SL-087,train
Developing,PELS-L2-EDU-088,Suggest the best books for class 11 physics besides NCERT,Developing,EDU,synthetic,5,5,5,5,5,4,4.9,"Grade and subject specified. Missing board, topic areas of weakness, and number of suggestions.",Grade and subject specified.,"No board, topic weakness, or count limit.","6,4,6,6,6,4","5,6,4,4,5,4","5,6,4,5,6,4",NO,auto_mean,approved,SL-088,train
Developing,PELS-L2-EDU-089,Help me understand confidence intervals with an example in simple language,Developing,EDU,intern,6,5,5,5,5,4,5.05,Requests simplified language and example. Missing class and depth.,Language simplicity and example request present.,No class or depth level.,"5,4,5,6,4,3","5,5,6,6,6,5","7,5,5,6,6,4",YES,human_override,approved,SL-089,train
Developing,PELS-L2-EDU-090,Give me a 1-week revision plan for class 10 mathematics,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Timeframe, class, and subject specified. Missing board, topics, and daily hours.","Timeframe, grade, and subject present.","No board, priority topics, or daily hours.","6,7,7,6,4,6","5,7,7,7,6,4","6,6,5,6,5,5",YES,human_override,approved,SL-090,train
Developing,PELS-L2-EDU-091,How should I approach case study questions in class 12 economics board exam?,Developing,EDU,synthetic,6,6,5,6,5,5,5.55,"Specifies question type, grade, and exam. Missing strategy structure and board.","Question type, grade, and exam context present.",No step-by-step strategy or board name.,"6,6,6,5,5,5","6,7,5,6,4,6","6,5,4,5,4,5",YES,human_override,approved,SL-091,train
Developing,PELS-L2-EDU-092,Explain Ohm's law and its formula with a simple numerical example,Developing,EDU,intern,6,6,5,6,5,4,5.45,"Names law, formula, and example type. Missing class and format constraint.","Concept, formula, and example type present.",No grade or output format.,"5,7,6,6,4,5","5,7,6,7,5,5","5,6,5,7,5,5",YES,human_override,approved,SL-092,train
Developing,PELS-L2-EDU-093,What topics should I prioritize while studying for UPSC prelims history section?,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Names exam, section, and requests prioritization. Missing year pattern and study method.","Exam, section, and priority request present.",No year pattern or study method.,"5,6,7,6,5,4","7,7,5,5,6,5","5,5,6,7,5,4",YES,human_override,approved,SL-093,train
Developing,PELS-L2-EDU-094,Explain the concept of democracy for a class 9 civics student,Developing,EDU,intern,6,5,5,5,5,4,5.05,"Names concept, class, and subject. Missing format and word count.","Concept, grade, and subject present.",No format or length constraint.,"6,6,4,5,6,5","7,6,6,6,4,5","7,6,5,4,4,4",YES,human_override,approved,SL-094,train
Developing,PELS-L2-EDU-095,Design 3 case study questions on Consumer Rights for class 10 social science,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Specifies question type, count, topic, class, and subject. Missing board and difficulty.","Question type, count, topic, class, and subject all present.",No board or difficulty level.,"7,6,6,6,4,4","5,7,7,6,4,4","7,7,5,5,6,6",YES,human_override,approved,SL-095,train
Developing,PELS-L2-EDU-096,Make a comparative table of cropping seasons in India for geography class,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Format, topic, and subject area specified. Missing class, board, and number of rows.",Format and topic specified.,"No class, board, or row count.","5,6,6,6,5,4","6,6,7,6,6,6","5,5,5,5,6,4",YES,human_override,approved,SL-096,train
Developing,PELS-L2-EDU-097,Explain how to balance chemical equations with two examples,Developing,EDU,intern,6,6,5,6,5,4,5.45,Names technique and specifies example count. Missing class and difficulty level.,Example count and technique name present.,No class or difficulty level.,"7,5,5,6,6,4","6,7,5,6,5,3","7,5,5,6,4,4",YES,human_override,approved,SL-097,train
Developing,PELS-L2-EDU-098,What is the role of the liver in the human body? Explain for a class 8 student.,Developing,EDU,synthetic,6,5,6,5,5,4,5.25,Grade and concept present. Format and length missing.,Grade and concept specified.,No format or length constraint.,"7,6,7,5,6,5","6,4,5,5,6,3","5,4,6,4,4,4",YES,human_override,approved,SL-098,train
Developing,PELS-L2-EDU-099,Suggest memory techniques to remember the periodic table elements,Developing,EDU,intern,5,5,5,5,5,4,4.9,Specific goal but missing class and number of elements targeted.,Specific learning goal present.,"No class, board, or scope of elements.","5,5,4,4,5,5","5,4,4,5,6,5","4,6,6,6,5,3",YES,human_override,approved,SL-099,train
Developing,PELS-L2-EDU-100,Write 5 important long-answer questions for class 12 history chapter Nationalism in India,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Specifies question type, count, class, and chapter. Missing board and year pattern.","Type, count, class, and chapter all present.",No board or previous year pattern.,"6,7,5,6,4,5","5,6,7,6,6,5","7,7,6,6,4,5",YES,human_override,approved,SL-100,train
Developing,PELS-L2-EDU-101,Explain the concept of GDP for a class 10 economics student with an example,Developing,EDU,synthetic,6,6,5,6,5,4,5.45,"Concept, class, subject, and example request present. Missing format and length.","Concept, grade, subject, and example request present.",No format or word count.,"5,6,4,7,5,5","6,5,5,5,4,4","7,6,6,5,5,4",YES,human_override,approved,SL-101,train
Developing,PELS-L2-EDU-102,Give me a list of all formulae needed for class 12 physics wave optics,Developing,EDU,intern,6,6,6,6,5,5,5.75,"Class, subject, and chapter all specified. Missing format and any derivation request.","Class, subject, and chapter all specified.",No format or derivation guidance.,"7,6,5,6,4,4","7,7,5,7,6,4","6,6,7,7,4,4",YES,human_override,approved,SL-102,train
Developing,PELS-L2-EDU-103,"Explain with real-life examples what refraction of light is, for a school student",Developing,EDU,synthetic,6,5,5,5,5,4,5.05,Real-life examples requested and concept named. Missing grade and format.,Examples and concept name present.,"No grade, format, or word count.","5,4,5,4,4,5","5,6,4,4,6,4","6,6,6,5,6,5",NO,auto_mean,approved,SL-103,train
Developing,PELS-L2-EDU-104,Can you create a practice test on quadratic equations for class 10?,Developing,EDU,intern,6,6,5,6,5,4,5.45,"Specifies test type, topic, and class. Missing question count, difficulty, and board.","Topic, class, and test type specified.","No count, difficulty, or board.","7,7,6,6,6,4","5,6,4,6,5,5","6,6,6,5,5,5",YES,human_override,approved,SL-104,train
Strong,PELS-L3-EDU-105,Explain photosynthesis in exactly 150 words for a 10th-grade CBSE student. Include one real-life example and end with a 3-point summary in bullet form.,Strong,EDU,synthetic,9,8,8,8,8,7,8.05,"Fully specifies grade, board, word count, example, and output format. All six criteria are addressed.","Precise word count, grade, board, example request, and output format defined.",Could mention light vs dark reactions distinction but otherwise comprehensive.,"8,8,8,8,7,6","9,8,7,9,7,8","10,9,8,8,9,8",YES,human_override,approved,SL-105,train
Strong,PELS-L3-EDU-106,"You are a JEE Advanced mathematics tutor. Explain integration by substitution with 3 solved examples of increasing difficulty (easy, medium, hard). After each example, list the key rule applied in one sentence. Format the response as a structured tutorial with numbered sections.",Strong,EDU,synthetic,9,9,8,9,8,8,8.55,"Role, structure, difficulty progression, count, and format all defined. Audience is implicit (JEE level).","Role framing, difficulty gradient, count, format, and key rule extraction all specified.",Could explicitly state class 12 or JEE for audience clarity.,"10,8,8,10,9,7","9,10,8,10,7,7","9,8,8,10,7,9",NO,auto_mean,approved,SL-106,train
Strong,PELS-L3-EDU-107,"Create a 30-day NEET biology preparation plan for a class 12 student who has 4 hours daily. Divide by week: Week 1 focus Cell Biology, Week 2 Genetics, Week 3 Ecology, Week 4 Human Physiology. Include 1 mock test per week on Sundays and daily targets in bullet format.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"All six criteria fully addressed: exam, class, daily hours, weekly topics, test schedule, and format.","Exam name, class, hours, week-by-week topic, test schedule, and daily format all specified.",No explicit mention of ethics or failure handling; otherwise exemplary.,"10,8,8,8,9,9","9,10,10,10,7,9","9,9,9,9,8,10",NO,auto_mean,approved,SL-107,validation
Strong,PELS-L3-EDU-108,"You are a CBSE class 10 science teacher. Explain the Human Nervous System in 200 words. Use a three-section format: (1) Central Nervous System, (2) Peripheral Nervous System, (3) One common misconception students have. Use simple language suitable for a student scoring 60% currently.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Role, word count, grade, board, structure, audience profile, and misconception section all specified.","Complete structure with role, word count, three-section format, and student profile.",Minor gap: no mention of diagrams or visual aids.,"10,8,10,10,8,7","9,8,10,10,8,8","9,10,10,10,7,8",NO,auto_mean,approved,SL-108,validation
Strong,PELS-L3-EDU-109,"Generate a 15-question mixed-format question bank (5 MCQ, 5 short answer, 5 assertion-reason) on the chapter Chemical Reactions and Equations for CBSE class 10. Include answers and brief explanations. Difficulty: 2 easy, 2 medium, 1 hard per format.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Format mix, count per type, chapter, board, class, answers, explanations, and difficulty all specified.","Format types, question count per type, board, class, answers, and difficulty spread all specified.",Near-perfect; no obvious gaps.,"8,10,10,8,8,9","10,10,10,9,7,10","10,8,9,10,8,10",NO,auto_mean,approved,SL-109,validation
Strong,PELS-L3-EDU-110,Act as an IAS coaching mentor. List the 10 most important topics in Modern Indian History for UPSC Prelims 2025 with a one-line rationale for each. Format as a numbered list. Conclude with a 3-sentence study strategy for a student starting from scratch with 6 months left.,Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Role, count, exam, year, format, rationale, and study strategy with timeframe all defined.","Role, exam, year, format, count, rationale, and study strategy all present.",Could mention whether PYQ analysis is included.,"9,8,10,10,9,9","10,8,10,10,8,9","9,8,9,9,7,7",NO,auto_mean,approved,SL-110,validation
Strong,PELS-L3-EDU-111,I am a class 12 commerce student preparing for board exams. Explain the concept of Partnership Deed in accountancy in 250 words. Use this structure: Definition → Key Features (minimum 5) → Difference from Partnership Firm (as a table). Use simple language and avoid technical jargon.,Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"First-person context, class, subject, word count, structure, table format, and language constraint all specified.","First-person context, word count, structure, table format, and language tone all defined.",No board name specified.,"9,9,8,8,7,7","8,9,8,10,9,9","10,8,10,9,9,7",NO,auto_mean,approved,SL-111,validation
Strong,PELS-L3-EDU-112,"Create a week-by-week revision timetable for class 10 CBSE board exams starting from 1st February. Subjects: Maths, Science, English, Social Science, Hindi. I can study 3 hours on weekdays and 5 hours on weekends. Prioritize Science and Maths. Format as a table with date, subject, topics, and hours.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"All criteria fully addressed: class, board, start date, all five subjects, daily hours by day type, priorities, and format.","Complete: class, board, start date, subjects, hours by day type, priorities, and table format.",No exam date mentioned to count back from.,"10,9,8,8,7,10","10,8,10,9,7,9","9,10,10,8,8,10",NO,auto_mean,approved,SL-112,validation
Strong,PELS-L3-EDU-113,"You are a physics teacher for class 11 students preparing for JEE. Explain Projectile Motion in three parts: (1) Theory in 100 words, (2) Three solved numerical problems at increasing difficulty, (3) Common mistakes students make. Include the formulae used in each numerical clearly labeled.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Role, class, exam, structure, word count, problem count, difficulty gradient, and formula labeling all specified.","Role, exam, three-part structure, word count, difficulty gradient, and formula labeling all defined.",Could specify board for completeness.,"9,10,9,8,9,7","9,9,8,9,9,9","9,9,9,9,9,9",NO,auto_mean,approved,SL-113,validation
Strong,PELS-L3-EDU-114,"Explain the Carbon Cycle for a class 9 CBSE geography student in 200 words. Use three subheadings: Photosynthesis, Respiration, Decomposition. After the explanation, write 3 short-answer questions a teacher might ask from this topic with model answers.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Grade, board, word count, subheadings, and post-explanation question section all defined.","Grade, board, word count, structure, and follow-up question format all specified.",No difficulty level for questions specified.,"9,8,8,10,7,8","8,10,9,9,9,7","10,10,8,9,7,7",NO,auto_mean,approved,SL-114,validation
Strong,PELS-L3-EDU-115,"I scored 55% in my class 12 mid-term physics exam. Create a 6-week targeted recovery plan. Weak chapters: Electrostatics, Current Electricity, Magnetism. I study 2 hours per day on weekdays only. Include: weekly chapter schedule, daily task list, and 1 weekly mock test. Output as a detailed table.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Student profile, score, weak chapters, daily hours, timeframe, table format, and mock test schedule all specified.","Student context, weak chapters, daily hours, timeframe, format, and test schedule all defined.",No board specified.,"9,9,10,8,8,8","8,9,9,8,8,8","9,10,9,8,8,8",NO,auto_mean,approved,SL-115,validation
Strong,PELS-L3-EDU-116,"Design a 20-question final exam on Organic Chemistry for class 12 CBSE. Include: 5 MCQ (1 mark), 5 short answer (2 marks), 5 long answer (5 marks), 5 diagram-based. Provide marking scheme and expected answer length for each question type. Difficulty: 30% easy, 50% medium, 20% hard.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Format types, marks per type, class, board, subject, difficulty distribution, and marking scheme all specified.","Complete: format, marks, board, class, subject, difficulty split, and marking scheme.",Near-perfect prompt.,"9,8,8,9,7,10","10,9,8,8,7,9","9,10,8,10,8,9",NO,auto_mean,approved,SL-116,validation
Strong,PELS-L3-EDU-117,"You are a class 6 science teacher explaining plant reproduction to students. Use simple words. Cover: pollination, fertilization, and seed dispersal. Write exactly 200 words. After the explanation, add 5 fill-in-the-blank questions with answers for the students to check understanding.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Role, audience, topics covered, word count, format, and self-check questions with answers all specified.","Complete role, word count, topic list, and student self-check format.",Could specify board for curriculum alignment.,"10,8,8,8,8,7","8,10,10,10,9,8","8,9,8,9,7,7",NO,auto_mean,approved,SL-117,validation
Strong,PELS-L3-EDU-118,"Create a cheat sheet of all important trigonometry formulas for class 11 JEE preparation. Group them by: Basic Ratios, Compound Angles, Multiple Angles, Inverse Trigonometry. Include one example application for each group. Format as a structured reference card.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Class, exam, formula groupings, example per group, and format all specified.","Exam, class, formula categories, examples, and format all defined.",No mention of board or difficulty flags.,"8,9,10,10,8,7","8,9,10,10,7,9","10,10,8,10,7,8",NO,auto_mean,approved,SL-118,validation
Strong,PELS-L3-EDU-119,"I am a class 10 student with 1 month left before CBSE board exams. Explain how to write a perfect essay for English paper. Include: paragraph structure (introduction, 3 body paragraphs, conclusion), word count per section, useful connectors, and a sample essay skeleton on 'Impact of Social Media'. 300-word limit.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Class, board, timeframe, structure, word count, connectors, and example skeleton all specified.","Class, board, deadline, structure, connectors, and sample skeleton all defined.",No mention of marking scheme or common examiner preferences.,"9,8,10,9,7,9","9,8,10,10,7,9","9,8,10,10,9,9",NO,auto_mean,approved,SL-119,validation
Strong,PELS-L3-EDU-120,Explain the Krebs Cycle step by step for a class 12 CBSE biology student in 250 words. Use this structure: Input Molecules → Each Reaction Step (numbered 1–8) → Output Molecules. Highlight the ATP produced at each stage. Add a note at the end about common confusions students have.,Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Class, board, word count, numbered structure, ATP highlighting, and common confusion note all specified.","Grade, board, word count, step numbering, output tracking, and misconception flag all defined.",No visual diagram request; could strengthen C3.,"10,8,9,9,7,9","9,9,9,10,7,8","8,9,8,10,9,9",NO,auto_mean,approved,SL-120,validation
Strong,PELS-L3-EDU-121,"Act as a NEET biology examiner. Generate 10 MCQs on the chapter Biological Classification (Kingdom Monera to Animalia) for class 11. Each MCQ should have 4 options and a detailed explanation of the correct answer. Difficulty: 4 easy, 4 medium, 2 hard. Tag each question with the subtopic it tests.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Role, exam, chapter, class, count, format, explanations, difficulty split, and subtopic tagging all specified.","Role, exam, chapter, class, count, format, explanations, difficulty, and topic tags all defined.",Near-perfect; no gaps identified.,"8,10,10,9,7,8","9,10,9,10,7,10","9,10,9,10,7,8",NO,auto_mean,approved,SL-121,validation
Strong,PELS-L3-EDU-122,"Design a 3-day crash course study plan for class 10 ICSE mathematics (Topics: Mensuration, Trigonometry, Statistics). Day-wise breakdown with morning and evening sessions. Each session: 1.5 hours. Include 5 practice problems per topic. Output as a day-wise table.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Board (ICSE), class, topics, duration per day, session structure, problem count, and table format all specified.","Board, class, topics, session structure, duration, problem count, and format all defined.",Near-perfect prompt.,"8,10,9,8,8,8","8,8,8,9,8,10","9,10,9,9,7,10",NO,auto_mean,approved,SL-122,validation
Strong,PELS-L3-EDU-123,"Explain the concept of Standard Deviation in statistics for a class 11 student who understands mean but struggles with deviation. Use: definition, step-by-step calculation example with 5 data points, real-life use case (marks in a class), and a 1-sentence summary. Keep under 300 words.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Prior knowledge assumed, concept, method, example with data, real-life use, summary, and word limit all defined.","Student profile, prior knowledge, example data, use case, and word limit all specified.",Could request formula notation.,"8,9,9,8,9,8","9,8,9,9,8,9","9,9,9,8,8,9",NO,auto_mean,approved,SL-123,validation
Strong,PELS-L3-EDU-124,"You are a history teacher for class 9 NCERT. Explain the causes of the French Revolution under three heads: Social Causes, Economic Causes, Political Causes. Use bullet points under each head. Keep total length under 300 words. End with a 2-sentence takeaway on why it still matters today.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Role, textbook (NCERT), class, structure (3 heads), format (bullets), word limit, and concluding insight all specified.","Role, textbook, class, structure, format, word limit, and application note all defined.",Board is implicit (CBSE) but not stated.,"9,9,10,9,7,9","9,8,9,10,7,9","9,9,8,8,8,9",NO,auto_mean,approved,SL-124,validation
Strong,PELS-L3-EDU-125,"I need to prepare for a class 12 economics case study question on Demand and Supply. Give me: (1) a 200-word example case study, (2) 3 questions of increasing difficulty based on it with model answers, (3) a checklist of 5 things to include in any answer for full marks.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Class, subject, topic, format (3-part), word count, difficulty gradient, model answers, and checklist all defined.","Class, subject, word count, three-part structure, model answers, and full-marks checklist all specified.",No board name but otherwise exemplary.,"9,9,9,10,9,9","8,10,9,9,8,8","10,9,10,9,8,10",NO,auto_mean,approved,SL-125,validation
Strong,PELS-L3-EDU-126,"Act as a class 8 math teacher. Explain linear equations in one variable in 5 steps. For each step, write: what to do, why it works, and one practice problem. Use simple language. End with a 3-question self-assessment quiz with answers.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Role, class, topic, 5-step structure, per-step format (what/why/practice), language constraint, and quiz all specified.","Role, class, step count, per-step structure, language, and self-assessment format all defined.",No board; otherwise comprehensive.,"8,8,10,10,8,8","10,10,10,8,7,7","10,10,9,8,7,7",NO,auto_mean,approved,SL-126,validation
Strong,PELS-L3-EDU-127,"Create a complete UPSC Prelims GS Paper 1 mock test (100 MCQs). Topics: History 30%, Geography 25%, Polity 20%, Economy 15%, Environment 10%. Include a separate answer key. Difficulty: 40% easy, 40% medium, 20% hard. Format each question with 4 options labeled A–D.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Exam, paper, count, topic distribution, answer key, difficulty split, and format all fully specified.","Fully specified: exam, count, topic distribution, difficulty split, answer key, and format.",No year or PYQ pattern alignment mentioned.,"8,10,9,9,8,10","8,10,8,10,8,9","9,9,8,10,7,10",NO,auto_mean,approved,SL-127,validation
Strong,PELS-L3-EDU-128,"I am preparing for class 12 CBSE English board exam. Explain how to write a formal letter of complaint in 5 steps with an example. Include: correct format, common phrases for each section, what NOT to write, and a sample letter (150 words) about a defective product.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Class, board, topic, step count, example, phrases, negative instruction, and sample with word count all defined.","Class, board, steps, phrases, negative instruction, and sample with word limit all specified.",Minor gap: no examiner marking criteria mentioned.,"9,9,9,10,8,7","8,8,10,8,8,9","9,10,8,9,8,9",NO,auto_mean,approved,SL-128,validation
Strong,PELS-L3-EDU-129,"You are a chemistry tutor for class 11. Teach balancing chemical equations in 4 stages: (1) What balancing means, (2) Step-by-step method with rules, (3) 3 solved examples (easy/medium/hard), (4) 2 practice equations with hints but no solutions. Total response under 400 words.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Role, class, four-stage structure, difficulty gradient, solved examples, practice problems with hints, and word limit all defined.","Role, class, four-stage format, difficulty gradient, solved and practice problems, and word limit all specified.",No board; otherwise exemplary.,"9,8,10,9,9,8","8,8,8,8,8,7","10,9,8,10,8,9",NO,auto_mean,approved,SL-129,validation
Strong,PELS-L3-EDU-130,"Create a 2-week study schedule for IELTS Academic preparation (current level: 6.0, target: 7.5). Daily hours: 2. Distribute across: Reading 30%, Writing 30%, Listening 25%, Speaking 15%. Include specific practice tasks for each day and 1 full mock test in Week 2. Format as a weekly grid table.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Exam, current and target score, daily hours, skill distribution, daily tasks, mock test, and grid format all defined.","Exam, baseline, target, daily hours, skill split, tasks, mock test, and format all fully specified.",Near-perfect prompt.,"9,10,8,10,9,9","9,8,10,10,9,10","8,9,10,8,7,8",NO,auto_mean,approved,SL-130,test
Strong,PELS-L3-EDU-131,"Explain the Greenhouse Effect for a class 10 CBSE geography student. Structure: (1) Definition (50 words), (2) Step-by-step process with diagram description, (3) Human causes (at least 3), (4) Consequences (at least 3), (5) A 3-sentence conclusion. Total word limit: 350 words.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Grade, board, subject, five-part structure, word limits per section, and overall word limit all specified.","Grade, board, subject, five-part structure, section word counts, and total limit all defined.",No misconception section; otherwise excellent.,"8,8,9,8,8,9","10,9,9,10,7,9","8,8,9,9,9,9",NO,auto_mean,approved,SL-131,test
Strong,PELS-L3-EDU-132,"Design a comprehensive revision sheet for the chapter Electromagnetic Induction for class 12 JEE preparation. Include: key concepts, all formulae with variable definitions, 2 derivations (Faraday's Law and Lenz's Law), 5 solved MCQs with explanations, and common exam traps. Format as a printable reference sheet.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Chapter, class, exam, all formula elements, derivation list, MCQ count, exam traps, and printable format all specified.","Exam, chapter, formula elements, derivations, MCQs, exam traps, and format all defined.",Near-perfect; no obvious gaps.,"9,10,9,9,9,8","8,9,10,8,8,9","10,10,9,8,9,10",NO,auto_mean,approved,SL-132,test
Strong,PELS-L3-EDU-133,"I am a class 9 student who does not understand algebra word problems. Explain how to convert word problems into equations in 4 steps. Give 2 solved examples (one from age problems, one from distance problems). Then give me 3 practice problems with hints only. Keep language very simple.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Student profile, problem type, step count, example topics, problem types, hint-only format, and language constraint all defined.","Student profile, step structure, example topics, practice with hints, and language constraint all specified.",No board; otherwise comprehensive.,"10,8,8,9,9,7","8,10,8,9,7,7","9,10,8,9,9,8",NO,auto_mean,approved,SL-133,test
Strong,PELS-L3-EDU-134,"You are a CBSE class 12 accountancy teacher. Create a solved sample paper for the chapter Company Accounts (Shares and Debentures). Include: 2 objective questions (1 mark), 3 short answer (3 marks), 2 long answer (6 marks). Provide full working for all long-answer questions. Format exactly like a CBSE board paper.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Role, board, class, chapter, question format, marks per type, count, and board-format instruction all specified.","Role, board, class, chapter, format, marks, count, and board-style formatting all defined.",Near-perfect; no obvious gaps.,"8,9,8,10,9,9","8,10,9,10,9,8","10,10,8,10,9,8",NO,auto_mean,approved,SL-134,test
Strong,PELS-L3-EDU-135,"Explain Newton's Three Laws of Motion for a class 9 student who has just started physics. Use everyday Indian examples (auto-rickshaw, cricket ball, bullock cart). Each law: 50 words max. End with 3 conceptual questions (no numerical) that test understanding. Total output: 250 words.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Class, new-learner profile, culturally local examples, per-law word limit, question type constraint, and total word limit all defined.","Class, beginner profile, Indian examples, per-law word count, question type, and total word limit all specified.",No board; otherwise excellent.,"8,10,10,10,9,8","10,8,8,8,7,9","10,9,10,8,9,8",NO,auto_mean,approved,SL-135,test
Strong,PELS-L3-EDU-136,"Create a 5-day reading plan for a class 11 student to understand the chapter The Portrait of a Lady by Ruskin Bond. Include: Day 1 first reading and annotations, Day 2 themes and characters, Day 3 writing important questions with model answers, Day 4 practice essay response, Day 5 revision. Include 2 expected board questions per day.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Class, chapter, author, day-wise structure, activities per day, board question integration all specified.","Class, chapter, day-wise tasks, and board question embedding all defined.",No word count for essays or board name.,"10,10,8,9,9,10","9,10,9,9,7,10","9,9,9,8,9,8",NO,auto_mean,approved,SL-136,test
Strong,PELS-L3-EDU-137,"Act as a class 12 CBSE biology examiner. Write a 5-mark long-answer model response for the question: Explain the lac operon model in E. coli with a labelled diagram description. Include: mechanism in induced and non-induced states, role of repressor, and 3 key terms to underline for marks.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Role, board, class, subject, marks, question provided, both states, role of protein, and key term flagging all defined.","Role, board, class, marks, specific question, mechanism states, and key terms all specified.",No word count; otherwise comprehensive.,"8,9,9,9,8,7","9,10,8,9,9,8","10,9,9,8,8,9",NO,auto_mean,approved,SL-137,test
Strong,PELS-L3-EDU-138,"I am a class 10 student preparing for CBSE Science board exam. Create a formula sheet for the chapter Light Reflection and Refraction. Include: all 8 formulae with variable names, units, sign conventions, and 1 worked example for mirror formula and lens formula each. Format as a two-column cheat sheet.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Class, board, chapter, formula count, variable names, units, sign conventions, examples, and two-column format all specified.","Class, board, chapter, formula count, variable names, units, sign conventions, examples, and format all defined.",Near-perfect prompt.,"10,8,9,8,8,8","9,9,8,8,7,8","9,9,10,9,7,8",NO,auto_mean,approved,SL-138,test
Strong,PELS-L3-EDU-139,"Explain the concept of Mendelian Inheritance for a class 12 CBSE student. Use this format: (1) Mendel's Laws (each explained in 2 sentences), (2) Monohybrid cross with Punnett square description (F1 and F2 generations), (3) Dihybrid cross briefly, (4) Real-life application (blood groups). Keep under 400 words.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Class, board, four-part structure, each section scoped, Punnett square, real-life application, and word limit all specified.","Class, board, four-part structure, Punnett square, generations, application, and word limit all defined.",Minor gap: no mention of diagrams or self-check questions.,"9,10,10,9,7,7","9,10,9,9,8,8","8,8,9,10,8,7",NO,auto_mean,approved,SL-139,test
